PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	267",0,0,18,0,1,0,0,0,27,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	268",0,5,163,0,0,0,0,0,200,0,0,104,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	269",0,112,338,0,0,1,1,3,321,0,0,27,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	270",0,6,26,0,0,0,0,3,29,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	271",0,13,65,1,0,1,0,3,290,0,0,46,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	272",0,33,117,0,0,1,0,22,272,0,31,168,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	273",0,0,47,0,1,1,0,0,287,0,0,40,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	274",0,0,5,0,0,0,0,0,46,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	275",0,10,77,0,0,0,0,5,244,0,0,21,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	276",0,0,8,0,0,0,0,1,16,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	277",0,13,766,0,0,1,0,20,1167,0,98,577,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	278",0,80,438,0,1,5,0,33,555,0,0,533,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	279",0,27,218,0,0,0,5,15,268,0,0,36,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	280",0,0,89,1,0,1,0,0,105,0,0,17,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	281",0,3,42,0,0,1,0,1,36,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	282",0,0,16,1,1,0,0,0,64,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	283",0,0,24,0,0,0,0,0,58,0,0,9,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	284",0,30,66,0,0,0,0,8,142,0,0,190,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	285",2,11,43,0,0,0,0,14,93,0,0,97,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	286",0,46,217,0,0,0,0,4,175,0,0,42,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	287",0,0,10,0,0,0,0,1,44,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	288",0,0,10,0,0,0,0,0,18,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	289",0,0,42,0,0,0,0,11,103,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	290",0,5,42,0,0,0,0,1,45,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	291",0,9,108,0,0,2,1,0,314,0,1,74,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	292",0,0,29,0,0,0,0,0,120,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	293",11,112,4446,0,0,8,9,11,2025,0,112,1869,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	294",6,81,953,0,3,0,8,4,603,0,69,423,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	295",0,58,1784,2,0,2,2,7,1308,0,289,617,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	296",0,0,39,0,4,0,0,0,101,0,0,14,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	297",0,20,45,0,0,0,0,0,49,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	298",0,150,1516,0,1,10,1,19,1422,0,102,396,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	299",0,13,57,0,0,0,0,10,62,0,0,9,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	300",0,58,113,0,0,0,0,26,89,0,0,31,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	301",8,18,231,0,4,1,2,3,277,0,10,82,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	302",0,41,66,0,0,0,0,15,97,0,0,47,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	303",0,5,73,0,0,0,0,2,88,0,0,9,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	304",0,2,30,0,0,1,0,3,39,0,0,17,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	305",0,22,596,0,8,0,0,0,272,0,89,291,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	306",0,2,55,0,0,1,0,7,107,0,0,27,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	307",0,75,421,0,0,0,0,3,335,0,12,186,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	308",0,11,161,0,0,2,1,2,74,0,0,111,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	309",0,28,177,0,0,0,0,28,180,0,0,111,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	310",0,124,1491,0,2,4,5,12,914,0,45,1760,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	311",0,0,3,0,0,1,0,0,14,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	312",0,44,151,0,0,1,0,51,176,0,0,155,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	313",0,0,12,0,0,1,0,0,53,0,0,20,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	314",0,2,91,0,0,0,0,1,179,0,21,22,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	315",0,18,83,0,0,0,0,3,286,0,0,49,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	316",0,1,14,0,0,1,0,0,45,0,0,11,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	317",0,8,71,0,0,0,0,1,97,0,0,32,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	318",49,418,8141,1,54,18,6,109,5440,0,230,13965,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	319",0,0,37,0,0,0,0,0,30,0,0,15,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	320",0,3,25,0,0,0,0,0,24,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	321",0,1,7,0,0,1,0,1,64,0,0,20,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	322",0,0,16,0,0,0,0,0,19,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	323",0,2,14,0,0,0,0,2,36,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	324",0,431,4363,9,4,11,3,144,3325,0,4,8198,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	325",0,31,403,1,5,1,0,16,902,0,0,71,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	326",0,4,40,0,1,1,0,0,190,0,0,27,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	327",0,103,942,0,0,2,8,19,973,0,180,1077,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	328",0,0,11,0,1,0,0,0,76,0,0,49,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	329",0,7,19,0,0,0,0,3,33,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	330",0,0,37,0,0,0,0,13,98,0,0,61,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	331",0,1,27,0,0,1,0,4,33,0,0,7,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	332",0,0,13,0,0,0,0,1,19,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	333",0,9,349,0,0,7,1,2,488,0,1,91,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	334",17,238,2125,0,15,15,5,75,2639,0,757,2347,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	335",0,0,19,0,2,1,0,0,75,0,0,23,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	336",0,0,25,0,0,0,2,1,290,0,0,13,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	337",0,80,348,0,0,0,0,3,353,0,0,52,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	338",0,143,3303,0,0,1,1,15,1669,0,306,1577,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	339",9,39,660,0,0,0,1,7,427,0,11,185,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	340",0,10,70,0,0,0,0,2,77,0,0,25,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	341",0,0,28,0,0,0,0,1,22,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	342",0,58,811,0,0,3,0,0,339,0,12,493,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	343",0,36,169,0,0,0,0,0,147,0,8,72,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	344",0,4,125,0,0,1,0,5,231,0,0,90,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	345",0,28,85,0,0,0,0,24,107,0,0,35,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	346",0,2,48,0,0,0,0,9,173,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	347",0,13,221,0,0,1,0,14,284,0,0,25,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	348",0,76,603,0,0,0,3,26,748,0,0,115,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	349",0,63,196,0,0,2,0,0,144,0,0,65,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	350",4,200,5857,0,24,9,1,17,1995,0,4,2782,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	351",0,5,186,0,0,2,0,18,309,0,35,39,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	352",0,1,66,0,1,1,0,6,114,0,0,29,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	353",0,0,137,0,0,0,0,6,208,0,0,42,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	354",0,0,3,0,0,0,0,0,9,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	355",0,0,15,0,0,0,0,0,25,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	356",0,4,269,0,2,2,0,0,296,0,11,165,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	357",0,1,32,0,0,1,0,0,52,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	358",0,21,216,0,0,0,0,1,253,0,0,55,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	359",0,1,18,0,1,0,0,1,98,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	360",0,19,265,2,1,2,0,10,306,0,43,275,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	361",0,0,3,0,0,2,0,0,29,0,0,11,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	362",0,18,196,0,0,1,2,2,153,0,0,97,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	363",0,28,339,0,0,0,0,11,484,0,0,73,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	364",49,126,1119,0,2,2,26,71,1274,0,19,1159,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	365",1,0,53,0,0,0,0,2,154,0,0,29,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	366",0,0,88,0,1,1,0,0,106,0,0,55,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	367",0,12,30,0,0,0,0,22,59,0,0,116,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	368",0,7,155,0,1,1,0,9,171,0,24,118,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	369",0,10,239,0,0,0,0,0,223,0,0,118,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	370",0,5,36,0,0,2,0,0,41,0,0,19,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	371",0,14,49,0,0,0,0,1,35,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	372",0,16,48,0,0,0,0,1,48,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	373",0,0,8,0,0,0,0,0,11,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	374",0,0,23,0,0,1,0,0,18,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	375",5,127,3373,0,2,3,15,24,1310,0,2,2392,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	376",0,3,15,0,0,0,0,1,26,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	377",0,58,262,0,1,1,1,6,451,0,0,60,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	378",0,24,243,0,0,1,0,3,361,0,0,101,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	379",0,23,113,0,0,0,0,1,150,0,0,16,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	380",0,31,132,0,0,5,0,1,138,0,0,78,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	381",0,46,133,0,0,0,4,7,214,0,0,27,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	382",0,3,18,0,0,0,0,0,17,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	383",0,19,55,0,0,0,0,2,53,0,0,61,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	384",0,40,144,0,0,0,0,5,395,0,0,75,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	385",5,896,25225,0,30,28,19,118,10199,0,1076,18032,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	386",0,3,270,1,0,0,0,1,696,0,0,78,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	387",0,24,510,0,0,1,0,4,487,0,43,200,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	388",0,2,121,0,0,0,0,0,238,0,0,150,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	389",0,0,34,0,0,0,0,0,78,0,8,73,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	390",5,329,14538,0,15,89,9,100,6656,0,9,8299,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	391",0,18,61,0,0,2,0,3,90,0,0,31,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	392",0,20,82,0,0,1,0,0,110,0,0,22,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	393",0,44,142,0,0,0,0,11,418,0,2,57,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	394",0,5,61,0,0,1,0,0,78,0,0,16,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	395",0,2,29,0,0,0,0,1,23,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	396",0,1,47,0,0,0,0,1,28,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	397",66,693,5696,0,2,14,33,56,4516,0,65,2187,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	398",0,46,398,0,0,2,0,2,670,0,33,88,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	399",0,317,7801,0,0,3,8,62,3363,0,21,5275,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	400",0,22,87,0,0,0,0,7,110,0,0,24,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	401",7,203,2214,3,5,9,2,75,1853,0,3,4117,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	402",0,3,15,0,0,0,0,3,7,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	403",0,40,985,0,0,6,3,1,1821,0,23,692,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	404",0,0,59,0,1,0,0,2,116,0,0,30,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	405",0,11,186,0,0,0,8,8,217,0,3,43,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	406",0,14,346,0,0,0,0,2,327,0,0,82,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	407",0,24,111,0,0,0,0,12,178,0,0,48,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	408",0,5,35,0,0,0,0,0,24,0,0,11,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	409",4,215,3243,0,0,2,21,2,1159,0,1,1094,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	410",0,0,34,0,3,2,0,1,250,0,0,14,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	411",0,33,84,0,0,0,0,0,68,0,2,71,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	412",0,10,74,0,0,0,0,12,167,0,0,54,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	413",131,784,8702,29,44,34,43,106,4312,0,1,11488,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	414",1,43,216,0,1,0,0,48,325,0,0,460,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	415",0,63,74,0,0,0,0,19,142,0,0,39,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	416",0,0,5,0,0,0,0,0,31,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	417",0,17,219,0,0,0,0,6,375,0,0,242,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	418",2,26,1266,0,0,2,0,13,833,0,202,299,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	419",0,10,71,0,0,1,0,0,112,0,0,27,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	420",0,0,23,0,0,0,1,1,85,0,0,7,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	421",0,51,485,0,0,3,0,0,272,0,60,412,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	422",0,0,39,0,0,0,0,0,50,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	423",0,0,31,0,0,0,0,2,32,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	424",0,2,80,0,0,3,0,8,145,0,0,31,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	425",0,0,70,0,0,1,0,2,103,0,0,13,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	426",0,3,111,0,2,0,0,1,268,0,0,59,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	427",0,20,637,0,5,1,0,25,433,0,0,1528,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	428",0,0,11,0,0,0,1,0,113,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	429",0,1,66,0,1,1,0,2,99,0,0,43,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	430",0,1,6,0,0,0,0,0,26,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	431",0,7,82,0,0,0,0,17,120,0,39,45,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	432",0,0,20,0,0,0,0,0,25,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	433",0,9,106,0,0,0,0,14,116,0,0,66,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	434",0,0,108,0,0,0,0,0,101,0,0,16,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	435",0,0,107,0,0,0,0,0,106,0,0,16,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	436",0,0,6,0,0,2,0,3,24,0,0,11,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	437",0,50,345,0,0,7,0,8,448,0,0,64,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	438",0,0,30,0,0,0,0,3,68,0,0,14,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	439",1,262,1613,0,1,0,1,47,1662,0,22,2911,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	440",0,0,14,0,0,1,0,0,74,0,0,24,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	441",0,12,188,0,2,4,0,9,196,0,0,207,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	442",0,0,8,0,2,0,0,0,35,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	443",0,0,36,0,1,0,0,1,61,0,0,26,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	444",0,0,22,0,0,0,0,2,42,0,0,7,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	445",0,12,38,0,0,0,0,0,62,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	446",0,16,213,0,0,1,1,12,243,0,0,17,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	447",0,212,468,0,0,0,1,64,801,0,0,138,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	448",0,3,2,0,0,0,0,4,43,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	449",0,5,209,0,0,0,0,1,450,0,0,43,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	450",0,1,89,0,0,1,0,0,208,0,0,39,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	451",0,0,21,0,0,0,0,2,36,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	452",0,27,183,0,6,5,0,11,346,0,97,204,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	453",0,49,184,0,0,0,0,6,130,0,0,117,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	454",0,1,43,0,0,0,0,0,69,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	455",0,14,78,0,0,0,0,8,91,0,0,31,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	456",0,19,138,0,0,0,0,4,87,0,0,41,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	457",0,0,22,0,0,0,0,1,68,0,0,20,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	458",0,0,86,0,1,0,0,2,139,0,0,17,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	459",0,14,186,0,0,0,0,6,213,0,0,65,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	460",0,5,33,0,0,0,0,3,87,0,0,13,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	461",0,3,30,0,0,0,0,0,83,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	462",0,61,406,0,0,0,1,26,351,0,0,231,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	463",0,2,21,0,0,1,0,0,19,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	464",0,0,16,0,0,0,0,0,49,0,0,6,Cifras Definitivas
