PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	045",3,0,1333,0,4,1,4,0,287,0,0,195,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	046",1,1,839,0,13,1,4,0,278,3,0,55,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	047",4,2,741,0,16,0,3,0,231,0,0,114,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	048",0,2,4899,0,53,1,8,4,1618,0,0,922,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	049",0,1,1833,0,23,0,3,1,318,2,0,359,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	050",3,5,2217,0,44,2,5,0,504,3,0,432,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	051",3,0,1227,0,14,0,9,0,209,2,0,183,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	052",3,0,1238,0,28,1,7,0,239,4,0,511,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	053",0,8,2285,0,25,2,5,0,1189,0,0,323,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	054",2,1,1841,0,21,1,9,0,461,0,0,424,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	055",0,9,432,0,9,0,0,0,53,0,0,46,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	056",4,0,2471,0,69,0,3,2,335,0,0,929,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	057",1,0,1389,0,10,0,1,0,350,0,0,265,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	058",1,1,3046,0,32,0,6,0,777,0,0,613,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	059",1,0,1821,0,17,1,8,1,549,0,0,341,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	060",0,5,1333,0,36,7,3,0,426,0,0,270,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	001",0,65,937,0,7,1,0,1,718,0,0,625,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	002",0,46,262,0,0,0,0,0,195,0,0,139,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	003",0,1057,11855,0,156,17,2,82,7649,0,0,5275,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	004",0,255,5285,0,4,8,1,16,4956,0,0,3853,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	005",0,28,347,0,0,0,0,3,341,0,0,453,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	006",0,23,1398,0,0,1,0,2,1305,0,0,343,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	007",0,7,529,0,0,1,0,0,669,1,0,249,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	008",0,42,329,0,0,0,0,36,518,0,0,58,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	009",0,205,2745,0,0,21,0,32,2977,0,0,1123,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	010",0,195,4775,0,24,5,2,6,4186,0,0,1843,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	011",0,401,10878,0,25,15,8,26,3689,0,0,5765,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	012",0,11,689,0,0,2,0,1,586,0,0,880,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	013",2,350,5124,0,27,9,7,16,2260,0,0,788,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	014",0,191,5954,0,45,20,2,18,4221,4,0,2662,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	015",0,168,2894,0,8,3,2,36,2773,4,0,2559,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	016",0,326,6960,0,21,2,0,41,3052,0,0,5795,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	017",0,21,424,0,0,1,0,0,299,0,0,252,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	018",0,3,50,0,0,0,0,0,161,0,0,15,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	019",0,14,356,0,0,0,0,2,593,0,0,32,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	020",0,28,531,0,3,0,1,2,671,0,0,133,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	021",1,51,2514,0,9,7,0,4,1587,0,0,1237,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	022",0,105,1226,0,58,2,4,7,819,0,0,1859,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	023",0,262,2835,0,10,1,0,0,3954,0,0,1689,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	024",0,36,1128,0,0,2,3,9,1567,0,0,501,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	025",0,32,698,0,6,0,3,0,1307,0,0,121,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	026",0,328,6083,0,30,21,0,26,2140,4,0,1973,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	027",0,62,325,0,0,5,1,7,445,0,0,78,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	028",12,1469,52185,0,440,74,2,110,13975,2,0,14655,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	029",0,67,374,0,0,1,1,43,531,0,0,65,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	030",0,158,5992,0,2,11,3,18,1798,4,0,2074,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	031",0,27,997,0,0,0,3,7,2674,0,0,586,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	032",0,441,3572,0,3,11,4,88,2660,0,0,1341,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	033",0,160,1834,0,5,7,0,19,1487,0,0,1011,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	034",0,253,6513,0,5,6,1,16,2038,0,0,575,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	035",1,11,372,0,0,1,2,11,557,0,0,163,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	036",0,127,1089,0,0,2,0,2,674,0,0,551,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	037",0,27,108,0,0,0,1,17,125,0,0,38,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	038",0,978,18630,0,193,9,4,56,6275,3,0,9117,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	039",0,4337,84142,0,621,399,1,247,23169,0,0,18730,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	040",0,546,11715,0,166,12,2,23,3688,2,0,2832,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	041",0,6,100,0,0,0,0,0,56,0,0,137,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	042",0,16,458,0,0,1,1,2,384,0,0,547,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	043",0,50,1713,0,3,0,1,51,2072,2,0,677,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	044",22,2114,46179,0,793,90,35,122,17571,5,0,16444,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	045",0,352,10010,0,32,10,7,35,6035,0,0,5567,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	046",2,30,1750,0,0,0,2,12,1341,0,0,780,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	047",0,186,4079,0,5,3,2,130,4187,2,0,825,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	048",2,992,16837,0,3,39,17,48,4492,2,0,7411,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	049",0,66,2724,0,0,8,0,10,2797,0,0,798,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	050",0,39,504,0,0,2,0,0,472,0,0,355,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	051",0,133,800,0,8,0,3,47,1241,0,0,255,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	052",0,59,1481,0,0,2,0,4,1153,0,0,444,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	053",0,137,4506,0,8,3,2,26,4696,0,0,1171,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	054",0,25,856,0,0,0,0,0,953,0,0,890,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	055",0,102,427,0,1,3,2,21,251,0,0,96,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	056",0,20,64,0,0,0,0,0,69,0,0,20,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	057",0,100,630,0,0,1,2,6,772,0,0,289,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	058",0,303,1992,0,11,3,0,76,2629,0,0,445,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	059",0,191,2049,0,0,15,1,13,1217,0,0,1316,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	060",0,66,802,0,3,3,2,4,810,0,0,335,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	061",0,651,10927,0,37,48,4,18,6605,3,0,7261,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	062",0,100,1202,0,0,26,1,20,1326,4,0,469,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	063",0,8,483,0,2,1,0,0,731,0,0,177,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	064",0,4,135,0,0,0,0,0,87,0,0,61,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	065",4,625,15096,1,4,22,10,16,6251,4,0,4871,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	066",0,141,1587,0,0,0,0,4,2107,0,0,1459,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	067",0,30,148,0,1,0,0,2,248,0,0,71,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	068",0,569,14203,0,16,8,0,30,4737,0,0,4538,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	069",0,252,2434,0,8,2,1,0,1760,0,0,2479,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	070",0,42,707,0,0,3,1,42,1329,0,0,375,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	071",4,388,8127,0,56,31,8,137,4704,4,0,2876,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	072",0,62,686,0,9,14,0,4,695,0,0,170,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	073",0,164,2410,0,3,3,0,53,2372,0,0,863,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	074",0,23,954,0,0,1,0,6,435,0,0,710,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	075",0,59,1236,0,3,1,0,1,1015,0,0,1009,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	076",0,1,36,0,0,0,1,2,96,0,0,12,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	077",0,276,6439,0,3,18,0,12,7992,0,0,4019,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	078",0,38,416,0,0,3,0,4,588,0,0,86,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	079",0,21,463,0,0,0,2,0,490,0,0,318,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	080",0,71,1343,0,1,0,0,46,1480,0,0,727,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	081",0,127,2319,0,11,1,6,3,804,2,0,2165,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	082",0,163,3264,0,2,3,0,4,818,0,0,1058,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	083",0,200,1421,0,1,0,0,30,2042,0,0,262,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	084",0,17,447,0,0,0,0,4,552,0,0,940,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	085",12,409,8939,0,264,17,16,17,4269,15,0,6564,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	086",1,94,2886,0,5,4,4,8,3372,3,0,1049,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	087",722,7948,142926,24,1211,182,2414,239,35086,518,0,41410,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	088",0,5,241,0,0,3,1,1,251,0,0,150,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	089",0,485,4870,0,63,23,0,41,2325,0,0,2347,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	090",0,32,1286,0,11,1,0,0,875,0,0,2217,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	091",0,104,3491,0,0,1,2,29,5149,0,0,453,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	092",0,217,3609,0,33,10,0,25,2050,0,0,2063,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	093",0,137,1709,0,2,4,0,5,1027,0,0,952,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	094",0,187,4194,0,0,5,3,19,5667,2,0,1659,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	095",1,158,1112,0,1,0,2,12,1009,0,0,772,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	096",0,19,176,0,0,0,0,0,136,0,0,50,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	097",0,103,3164,0,13,3,1,22,1449,0,0,1540,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	098",0,1,60,0,0,0,1,0,45,0,0,328,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	099",0,50,1337,0,0,0,1,33,1337,0,0,433,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	100",0,84,2989,0,0,1,0,13,2130,0,0,3153,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	101",0,137,3380,0,5,2,5,2,1678,0,0,2417,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	102",0,864,17860,0,150,36,15,43,13340,17,0,8257,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	103",0,30,108,0,0,0,1,20,128,0,0,53,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	104",0,53,571,0,1,1,0,25,491,0,0,95,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	105",0,343,15450,0,14,17,0,10,5456,0,0,10384,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	106",0,46,252,0,0,0,2,1,309,0,0,165,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	107",0,1,116,0,0,0,0,0,92,0,0,52,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	108",1,2080,45897,7,405,194,35,186,12146,7,0,11580,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	109",0,356,6303,0,26,4,4,62,5209,0,0,6214,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	110",0,0,111,0,0,1,0,2,243,0,0,47,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	111",0,69,2620,0,3,2,0,9,955,0,0,1473,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	112",0,153,2890,0,0,2,0,2,1627,0,0,1789,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	113",0,8,223,0,18,0,0,7,238,0,0,352,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	114",0,40,1110,0,6,0,2,11,1007,0,0,392,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	115",2,225,6626,0,9,4,6,26,2723,4,0,3127,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	116",0,143,2061,0,2,10,0,23,1148,4,0,1398,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	30","	117",0,160,2384,0,8,2,0,21,3383,0,0,729,Cifras Definitivas
